50	0	0	1	0	0	0	0	0.0192127
50	0	0	1	0	0	1	0.0192127	0.0411461
50	0	0	1	0	0	0	0.0411461	0.0495093
50	0	0	1	0	0	1	0.0495093	0.071266
50	0	0	1	0	0	0	0.071266	0.0889671
50	0	0	1	0	0	1	0.0889671	0.112692
50	0	0	1	0	0	0	0.112692	0.294288
50	0	0	1	0	0	1	0.294288	0.296617
50	0	0	1	0	0	0	0.296617	0.299383
50	0	0	1	0	0	1	0.299383	0.438291
50	0	0	1	0	0	0	0.438291	0.452644
50	0	0	1	0	0	1	0.452644	0.469732
50	0	0	1	0	0	2	0.469732	0.470092
50	0	0	1	0	0	1	0.470092	0.49546
50	0	0	1	0	0	0	0.49546	0.539302
50	0	0	1	0	0	1	0.539302	0.576505
50	0	0	1	0	0	0	0.576505	0.597016
50	0	0	1	0	0	1	0.597016	0.619231
50	0	0	1	0	0	0	0.619231	0.626383
50	0	0	1	0	0	1	0.626383	0.655611
50	0	0	1	0	0	0	0.655611	0.716383
50	0	0	1	0	0	1	0.716383	0.729036
50	0	0	1	0	0	0	0.729036	0.741201
50	0	0	1	0	0	1	0.741201	0.844297
50	0	0	1	0	0	0	0.844297	0.845945
50	0	0	1	0	0	1	0.845945	0.928636
50	0	0	1	0	0	0	0.928636	0.996177
50	0	0	1	0	0	1	0.996177	1
##	50	0	0	1	0	0
50	0	0	1	0	1	1	0	0.0938171
50	0	0	1	0	1	0	0.0938171	0.112851
50	0	0	1	0	1	1	0.112851	0.154092
50	0	0	1	0	1	0	0.154092	0.172777
50	0	0	1	0	1	1	0.172777	0.207423
50	0	0	1	0	1	2	0.207423	0.276059
50	0	0	1	0	1	0	0.276059	0.317024
50	0	0	1	0	1	1	0.317024	0.325483
50	0	0	1	0	1	0	0.325483	0.50295
50	0	0	1	0	1	2	0.50295	0.515989
50	0	0	1	0	1	1	0.515989	0.5354
50	0	0	1	0	1	0	0.5354	0.576441
50	0	0	1	0	1	1	0.576441	0.604637
50	0	0	1	0	1	0	0.604637	0.630159
50	0	0	1	0	1	1	0.630159	0.64763
50	0	0	1	0	1	0	0.64763	0.650311
50	0	0	1	0	1	1	0.650311	0.671767
50	0	0	1	0	1	0	0.671767	0.732501
50	0	0	1	0	1	1	0.732501	0.758161
50	0	0	1	0	1	0	0.758161	0.782132
50	0	0	1	0	1	1	0.782132	0.804173
50	0	0	1	0	1	0	0.804173	0.806112
50	0	0	1	0	1	1	0.806112	0.807503
50	0	0	1	0	1	0	0.807503	0.822482
50	0	0	1	0	1	1	0.822482	0.961111
50	0	0	1	0	1	0	0.961111	1
##	50	0	0	1	0	1
##	50	0	0	1	mtdna	0
50	0	0	2	0	0	0	0	0.126707
50	0	0	2	0	0	1	0.126707	0.139817
50	0	0	2	0	0	0	0.139817	0.17333
50	0	0	2	0	0	1	0.17333	0.237835
50	0	0	2	0	0	0	0.237835	0.281094
50	0	0	2	0	0	1	0.281094	0.311453
50	0	0	2	0	0	0	0.311453	0.371622
50	0	0	2	0	0	1	0.371622	0.654985
50	0	0	2	0	0	0	0.654985	0.657451
50	0	0	2	0	0	1	0.657451	0.698714
50	0	0	2	0	0	0	0.698714	0.711102
50	0	0	2	0	0	1	0.711102	0.847313
50	0	0	2	0	0	0	0.847313	0.960862
50	0	0	2	0	0	1	0.960862	0.961059
50	0	0	2	0	0	0	0.961059	0.96128
50	0	0	2	0	0	1	0.96128	1
##	50	0	0	2	0	0
50	0	0	2	0	1	1	0	0.0183062
50	0	0	2	0	1	0	0.0183062	0.0282028
50	0	0	2	0	1	1	0.0282028	0.23878
50	0	0	2	0	1	0	0.23878	0.270202
50	0	0	2	0	1	1	0.270202	0.281451
50	0	0	2	0	1	0	0.281451	0.359938
50	0	0	2	0	1	1	0.359938	0.5354
50	0	0	2	0	1	0	0.5354	0.576441
50	0	0	2	0	1	1	0.576441	0.598451
50	0	0	2	0	1	0	0.598451	0.646298
50	0	0	2	0	1	1	0.646298	0.675917
50	0	0	2	0	1	0	0.675917	0.716901
50	0	0	2	0	1	1	0.716901	0.75472
50	0	0	2	0	1	0	0.75472	0.785448
50	0	0	2	0	1	1	0.785448	0.834209
50	0	0	2	0	1	0	0.834209	0.937353
50	0	0	2	0	1	1	0.937353	0.959498
50	0	0	2	0	1	0	0.959498	0.98559
50	0	0	2	0	1	1	0.98559	1
##	50	0	0	2	0	1
##	50	0	0	2	mtdna	1
50	0	0	3	0	0	1	0	0.0152767
50	0	0	3	0	0	0	0.0152767	0.0162513
50	0	0	3	0	0	1	0.0162513	0.0222701
50	0	0	3	0	0	0	0.0222701	0.0373854
50	0	0	3	0	0	1	0.0373854	0.0915611
50	0	0	3	0	0	0	0.0915611	0.222252
50	0	0	3	0	0	1	0.222252	0.227065
50	0	0	3	0	0	0	0.227065	0.236717
50	0	0	3	0	0	1	0.236717	0.309619
50	0	0	3	0	0	0	0.309619	0.390244
50	0	0	3	0	0	1	0.390244	0.396548
50	0	0	3	0	0	0	0.396548	0.408368
50	0	0	3	0	0	1	0.408368	0.411217
50	0	0	3	0	0	0	0.411217	0.469172
50	0	0	3	0	0	1	0.469172	0.485378
50	0	0	3	0	0	0	0.485378	0.488172
50	0	0	3	0	0	1	0.488172	0.495519
50	0	0	3	0	0	0	0.495519	0.521936
50	0	0	3	0	0	1	0.521936	0.601004
50	0	0	3	0	0	0	0.601004	0.718628
50	0	0	3	0	0	1	0.718628	0.776251
50	0	0	3	0	0	0	0.776251	0.823884
50	0	0	3	0	0	1	0.823884	0.925792
50	0	0	3	0	0	0	0.925792	0.928591
50	0	0	3	0	0	1	0.928591	0.990719
50	0	0	3	0	0	0	0.990719	1
##	50	0	0	3	0	0
50	0	0	3	0	1	1	0	0.00254898
50	0	0	3	0	1	0	0.00254898	0.0385459
50	0	0	3	0	1	1	0.0385459	0.108588
50	0	0	3	0	1	0	0.108588	0.144697
50	0	0	3	0	1	1	0.144697	0.172859
50	0	0	3	0	1	0	0.172859	0.249966
50	0	0	3	0	1	1	0.249966	0.250166
50	0	0	3	0	1	0	0.250166	0.262829
50	0	0	3	0	1	1	0.262829	0.283031
50	0	0	3	0	1	0	0.283031	0.395109
50	0	0	3	0	1	1	0.395109	0.416407
50	0	0	3	0	1	0	0.416407	0.461318
50	0	0	3	0	1	1	0.461318	0.483104
50	0	0	3	0	1	0	0.483104	0.519013
50	0	0	3	0	1	1	0.519013	0.519451
50	0	0	3	0	1	0	0.519451	0.548201
50	0	0	3	0	1	1	0.548201	0.570401
50	0	0	3	0	1	0	0.570401	0.584664
50	0	0	3	0	1	1	0.584664	0.596665
50	0	0	3	0	1	0	0.596665	0.633573
50	0	0	3	0	1	1	0.633573	0.64294
50	0	0	3	0	1	0	0.64294	0.651897
50	0	0	3	0	1	1	0.651897	0.680378
50	0	0	3	0	1	0	0.680378	0.726406
50	0	0	3	0	1	1	0.726406	0.726768
50	0	0	3	0	1	0	0.726768	0.730808
50	0	0	3	0	1	1	0.730808	0.773273
50	0	0	3	0	1	0	0.773273	0.794401
50	0	0	3	0	1	1	0.794401	0.832716
50	0	0	3	0	1	0	0.832716	0.914916
50	0	0	3	0	1	1	0.914916	0.971414
50	0	0	3	0	1	0	0.971414	0.987255
50	0	0	3	0	1	1	0.987255	1
##	50	0	0	3	0	1
##	50	0	0	3	mtdna	1
50	0	0	4	0	0	1	0	0.0222701
50	0	0	4	0	0	0	0.0222701	0.109088
50	0	0	4	0	0	1	0.109088	0.191419
50	0	0	4	0	0	0	0.191419	0.197209
50	0	0	4	0	0	1	0.197209	0.287975
50	0	0	4	0	0	0	0.287975	0.291639
50	0	0	4	0	0	1	0.291639	0.326248
50	0	0	4	0	0	0	0.326248	0.343462
50	0	0	4	0	0	1	0.343462	0.35041
50	0	0	4	0	0	0	0.35041	0.359966
50	0	0	4	0	0	1	0.359966	0.366703
50	0	0	4	0	0	0	0.366703	0.380375
50	0	0	4	0	0	1	0.380375	0.394851
50	0	0	4	0	0	0	0.394851	0.424115
50	0	0	4	0	0	1	0.424115	0.43022
50	0	0	4	0	0	0	0.43022	0.576125
50	0	0	4	0	0	1	0.576125	0.664718
50	0	0	4	0	0	0	0.664718	0.709087
50	0	0	4	0	0	1	0.709087	0.73067
50	0	0	4	0	0	0	0.73067	0.757015
50	0	0	4	0	0	1	0.757015	0.759085
